model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
convnextv2_large.fcmae_ft_in22k_in1k,288,77.28,22.72,94.23,5.77,197.96,1.0,bicubic
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,256,77.27,22.73,94.02,5.98,87.92,0.9,bicubic
beitv2_base_patch16_224.in1k_ft_in22k_in1k,224,77.27,22.73,94.03,5.97,86.53,0.9,bicubic
efficientvit_l3.r320_in1k,320,77.27,22.73,93.18,6.82,246.04,1.0,bicubic
convnextv2_huge.fcmae_ft_in1k,224,77.25,22.75,93.58,6.42,660.29,0.875,bicubic
caformer_m36.sail_in1k_384,384,77.25,22.75,93.63,6.37,56.2,1.0,bicubic
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,384,77.23,22.77,93.69,6.31,86.86,1.0,bicubic
maxvit_large_tf_512.in1k,512,77.23,22.77,93.7,6.3,212.33,1.0,bicubic
convnextv2_large.fcmae_ft_in22k_in1k,224,77.22,22.78,93.96,6.04,197.96,0.875,bicubic
volo_d3_448.sail_in1k,448,77.19,22.81,94.04,5.96,86.63,1.0,bicubic
swin_large_patch4_window7_224.ms_in22k_ft_in1k,224,77.19,22.81,93.77,6.23,196.53,0.9,bicubic
vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,77.18,22.82,93.76,6.24,64.11,0.95,bicubic
vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,77.17,22.83,93.6,6.4,64.11,0.95,bicubic
regnety_160.swag_ft_in1k,384,77.17,22.83,94.57,5.43,83.59,1.0,bicubic
tf_efficientnet_b6.ns_jft_in1k,528,77.16,22.84,93.84,6.16,43.04,0.942,bicubic
convnextv2_base.fcmae_ft_in22k_in1k,288,77.15,22.85,94.08,5.92,88.72,1.0,bicubic
coatnet_2_rw_224.sw_in12k_ft_in1k,224,77.1,22.9,93.61,6.39,73.87,0.95,bicubic
vit_base_patch16_clip_384.laion2b_ft_in1k,384,77.08,22.92,93.87,6.13,86.86,1.0,bicubic
convnextv2_base.fcmae_ft_in22k_in1k,224,77.03,22.97,93.59,6.41,88.72,0.875,bicubic
vit_base_patch16_clip_384.openai_ft_in12k_in1k,384,77.0,23.0,93.76,6.24,86.86,0.95,bicubic
hgnetv2_b6.ssld_stage2_ft_in1k,224,76.98,23.02,93.89,6.11,75.26,0.965,bicubic
convnext_base.fb_in22k_ft_in1k,288,76.96,23.04,93.96,6.04,88.59,1.0,bicubic
vit_base_patch16_clip_384.openai_ft_in1k,384,76.93,23.07,93.68,6.32,86.86,1.0,bicubic
maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,224,76.89,23.11,93.56,6.44,116.09,0.95,bicubic
vit_large_r50_s32_384.augreg_in21k_ft_in1k,384,76.89,23.11,93.68,6.32,329.09,1.0,bicubic
hiera_large_224.mae_in1k_ft_in1k,224,76.88,23.12,93.19,6.81,213.74,0.9,bicubic
cait_m48_448.fb_dist_in1k,448,76.84,23.16,93.35,6.65,356.46,1.0,bicubic
maxvit_large_tf_384.in1k,384,76.84,23.16,93.42,6.58,212.03,1.0,bicubic
vit_base_patch8_224.augreg2_in21k_ft_in1k,224,76.83,23.17,93.64,6.36,86.58,0.9,bicubic
convformer_s36.sail_in22k_ft_in1k_384,384,76.81,23.19,94.11,5.89,40.01,1.0,bicubic
hgnetv2_b6.ssld_stage1_in22k_in1k,224,76.78,23.22,93.86,6.14,75.26,0.965,bicubic
hgnet_base.ssld_in1k,288,76.78,23.22,93.5,6.5,71.58,1.0,bicubic
tf_efficientnetv2_m.in21k_ft_in1k,480,76.76,23.24,93.59,6.41,54.14,1.0,bicubic
regnety_160.sw_in12k_ft_in1k,288,76.75,23.25,93.76,6.24,83.59,1.0,bicubic
xcit_large_24_p8_384.fb_dist_in1k,384,76.75,23.25,93.1,6.9,188.93,1.0,bicubic
caformer_s36.sail_in22k_ft_in1k,224,76.74,23.26,93.56,6.44,39.3,1.0,bicubic
deit3_large_patch16_384.fb_in1k,384,76.73,23.27,93.34,6.66,304.76,1.0,bicubic
resnext101_32x32d.fb_wsl_ig1b_ft_in1k,224,76.7,23.3,93.2,6.8,468.53,0.875,bilinear
tf_efficientnet_b5.ns_jft_in1k,456,76.67,23.33,93.5,6.5,30.39,0.934,bicubic
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,256,76.66,23.34,94.01,5.99,88.59,1.0,bicubic
convnextv2_large.fcmae_ft_in1k,288,76.65,23.35,93.6,6.4,197.96,1.0,bicubic
efficientvit_l2.r384_in1k,384,76.63,23.37,93.0,7.0,63.71,1.0,bicubic
volo_d5_224.sail_in1k,224,76.6,23.4,93.36,6.64,295.46,0.96,bicubic
maxvit_base_tf_384.in1k,384,76.58,23.42,93.48,6.52,119.65,1.0,bicubic
regnety_160.lion_in12k_ft_in1k,288,76.57,23.43,93.75,6.25,83.59,1.0,bicubic
tiny_vit_21m_512.dist_in22k_ft_in1k,512,76.56,23.44,93.46,6.54,21.27,1.0,bicubic
rdnet_large.nv_in1k_ft_in1k_384,384,76.53,23.47,93.08,6.92,186.27,1.0,bicubic
deit3_base_patch16_224.fb_in22k_ft_in1k,224,76.53,23.47,93.59,6.41,86.59,1.0,bicubic
maxvit_small_tf_512.in1k,512,76.52,23.48,93.21,6.79,69.13,1.0,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,76.49,23.51,92.89,7.11,60.4,0.95,bicubic
beitv2_base_patch16_224.in1k_ft_in1k,224,76.47,23.53,92.9,7.1,86.53,0.9,bicubic
efficientvit_l3.r256_in1k,256,76.45,23.55,92.62,7.38,246.04,1.0,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k,224,76.45,23.55,93.41,6.59,93.59,0.875,bicubic
nextvit_small.bd_ssld_6m_in1k_384,384,76.45,23.55,93.87,6.13,31.76,1.0,bicubic
convnext_base.clip_laion2b_augreg_ft_in1k,256,76.42,23.58,93.58,6.42,88.59,1.0,bicubic
convformer_m36.sail_in1k_384,384,76.41,23.59,93.1,6.9,57.05,1.0,bicubic
caformer_s36.sail_in1k_384,384,76.38,23.62,93.42,6.58,39.3,1.0,bicubic
cait_m36_384.fb_dist_in1k,384,76.37,23.63,93.04,6.96,271.22,1.0,bicubic
convnext_small.in12k_ft_in1k_384,384,76.35,23.65,93.36,6.64,50.22,1.0,bicubic
xcit_medium_24_p8_384.fb_dist_in1k,384,76.3,23.7,92.99,7.01,84.32,1.0,bicubic
efficientvit_l2.r288_in1k,288,76.29,23.71,92.81,7.19,63.71,1.0,bicubic
tiny_vit_21m_384.dist_in22k_ft_in1k,384,76.29,23.71,93.02,6.98,21.23,1.0,bicubic
nextvit_large.bd_ssld_6m_in1k,224,76.27,23.73,93.34,6.66,57.87,0.95,bicubic
beit3_base_patch16_224.indomain_in22k_ft_in1k,224,76.25,23.75,93.02,6.98,86.66,1.0,bicubic
volo_d2_384.sail_in1k,384,76.24,23.76,93.17,6.83,58.87,1.0,bicubic
convformer_b36.sail_in1k_384,384,76.24,23.76,92.75,7.25,99.88,1.0,bicubic
hgnetv2_b5.ssld_stage1_in22k_in1k,288,76.21,23.79,93.36,6.64,39.57,1.0,bicubic
maxvit_tiny_tf_512.in1k,512,76.18,23.82,93.06,6.94,31.05,1.0,bicubic
vit_large_patch16_224.augreg_in21k_ft_in1k,224,76.18,23.82,93.48,6.52,304.33,0.9,bicubic
convnext_small.fb_in22k_ft_in1k_384,384,76.17,23.83,93.59,6.41,50.22,1.0,bicubic
convnext_base.fb_in22k_ft_in1k,224,76.16,23.84,93.35,6.65,88.59,0.875,bicubic
dm_nfnet_f6.dm_in1k,576,76.16,23.84,93.17,6.83,438.36,0.956,bicubic
tf_efficientnetv2_l.in21k_ft_in1k,384,76.16,23.84,93.35,6.65,118.52,1.0,bicubic
vit_base_patch16_384.augreg_in21k_ft_in1k,384,76.16,23.84,93.61,6.39,86.86,1.0,bicubic
regnety_160.lion_in12k_ft_in1k,224,76.13,23.87,93.3,6.7,83.59,0.95,bicubic
volo_d4_224.sail_in1k,224,76.13,23.87,93.08,6.92,192.96,0.96,bicubic
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,224,76.09,23.91,92.93,7.07,86.57,0.95,bicubic
convnextv2_large.fcmae_ft_in1k,224,76.09,23.91,93.14,6.86,197.96,0.875,bicubic
vit_base_patch16_clip_224.openai_ft_in1k,224,76.09,23.91,93.0,7.0,86.57,0.9,bicubic
caformer_s18.sail_in22k_ft_in1k_384,384,76.07,23.93,93.66,6.34,26.34,1.0,bicubic
xcit_large_24_p8_224.fb_dist_in1k,224,76.06,23.94,92.71,7.29,188.93,1.0,bicubic
regnety_160.sw_in12k_ft_in1k,224,76.05,23.95,93.05,6.95,83.59,0.95,bicubic
maxvit_small_tf_384.in1k,384,76.05,23.95,92.57,7.43,69.02,1.0,bicubic
flexivit_large.1200ep_in1k,240,76.04,23.96,93.01,6.99,304.36,0.95,bicubic
flexivit_large.600ep_in1k,240,76.02,23.98,92.79,7.21,304.36,0.95,bicubic
cait_s36_384.fb_dist_in1k,384,76.01,23.99,92.92,7.08,68.37,1.0,bicubic
tf_efficientnetv2_l.in1k,480,76.0,24.0,93.04,6.96,118.52,1.0,bicubic
tf_efficientnet_b7.ap_in1k,600,75.97,24.03,92.91,7.09,66.35,0.949,bicubic
tf_efficientnet_b8.ap_in1k,672,75.97,24.03,92.64,7.36,87.41,0.954,bicubic
efficientvit_l3.r224_in1k,224,75.96,24.04,92.47,7.53,246.04,1.0,bicubic
convformer_s36.sail_in1k_384,384,75.94,24.06,93.07,6.93,40.01,1.0,bicubic
tf_efficientnetv2_xl.in21k_ft_in1k,384,75.88,24.12,92.82,7.18,208.12,1.0,bicubic
dm_nfnet_f6.dm_in1k,448,75.88,24.12,92.98,7.02,438.36,0.956,bicubic
hgnet_base.ssld_in1k,224,75.88,24.12,92.78,7.22,71.58,0.965,bicubic
hgnetv2_b5.ssld_stage2_ft_in1k,288,75.87,24.13,93.53,6.47,39.57,1.0,bicubic
efficientvit_l2.r256_in1k,256,75.87,24.13,92.48,7.52,63.71,1.0,bicubic
dm_nfnet_f4.dm_in1k,512,75.85,24.15,92.99,7.01,316.07,0.951,bicubic
eva02_small_patch14_336.mim_in22k_ft_in1k,336,75.83,24.17,92.76,7.24,22.13,1.0,bicubic
vit_base_patch8_224.augreg_in21k_ft_in1k,224,75.83,24.17,93.37,6.63,86.58,0.9,bicubic
xcit_large_24_p16_384.fb_dist_in1k,384,75.83,24.17,92.78,7.22,189.1,1.0,bicubic
flexivit_large.300ep_in1k,240,75.82,24.18,92.66,7.34,304.36,0.95,bicubic
xcit_small_24_p8_384.fb_dist_in1k,384,75.81,24.19,92.97,7.03,47.63,1.0,bicubic
deit3_huge_patch14_224.fb_in1k,224,75.8,24.2,92.73,7.27,632.13,0.9,bicubic
vit_base_patch16_clip_224.laion2b_ft_in1k,224,75.79,24.21,92.86,7.14,86.57,1.0,bicubic
convformer_s36.sail_in22k_ft_in1k,224,75.77,24.23,93.33,6.67,40.01,1.0,bicubic
efficientnet_b5.sw_in12k_ft_in1k,448,75.76,24.24,93.13,6.87,30.39,1.0,bicubic
vit_base_patch16_clip_224.openai_ft_in12k_in1k,224,75.73,24.27,92.95,7.05,86.57,0.95,bicubic
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,384,75.71,24.29,92.95,7.05,39.03,0.95,bicubic
swin_base_patch4_window7_224.ms_in22k_ft_in1k,224,75.7,24.3,93.21,6.79,87.77,0.9,bicubic
caformer_b36.sail_in1k,224,75.7,24.3,92.68,7.32,98.75,1.0,bicubic
beit_base_patch16_224.in22k_ft_in22k_in1k,224,75.69,24.31,93.43,6.57,86.53,0.9,bicubic
volo_d3_224.sail_in1k,224,75.69,24.31,92.95,7.05,86.33,0.96,bicubic
volo_d1_384.sail_in1k,384,75.69,24.31,92.98,7.02,26.78,1.0,bicubic
xcit_medium_24_p8_224.fb_dist_in1k,224,75.66,24.34,92.78,7.22,84.32,1.0,bicubic
resnext101_32x16d.fb_wsl_ig1b_ft_in1k,224,75.65,24.35,92.95,7.05,194.03,0.875,bilinear
hgnetv2_b5.ssld_stage1_in22k_in1k,224,75.65,24.35,92.7,7.3,39.57,0.965,bicubic
regnety_120.sw_in12k_ft_in1k,288,75.63,24.37,92.94,7.06,51.82,1.0,bicubic
hgnetv2_b5.ssld_stage2_ft_in1k,224,75.62,24.38,92.9,7.1,39.57,0.965,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,75.62,24.38,92.5,7.5,60.4,0.95,bicubic
hiera_base_plus_224.mae_in1k_ft_in1k,224,75.58,24.42,92.49,7.51,69.9,0.9,bicubic
beit3_base_patch16_224.in22k_ft_in1k,224,75.57,24.43,93.11,6.89,86.66,1.0,bicubic
caformer_m36.sail_in1k,224,75.57,24.43,92.35,7.65,56.2,1.0,bicubic
convnextv2_base.fcmae_ft_in1k,288,75.56,24.44,92.83,7.17,88.72,1.0,bicubic
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,448,75.55,24.45,92.83,7.17,88.34,1.0,bicubic
